wk_end,CountyName,res_county,People,IPeople,amt_benefits
2019-01-26,Lake,047,336,48,81903
2019-01-26,Lewis and Clark,049,636,87,171008
2019-01-26,Liberty,051,9,,2244
2019-01-26,Lincoln,053,356,25,102685
2019-01-26,McCone,055,,,
2019-01-26,Madison,057,77,8,21568
2019-01-26,Meagher,059,17,3,4845
2019-01-26,Mineral,061,44,8,12562
2019-01-26,Missoula,063,1308,154,363529
2019-01-26,Musselshell,065,34,7,9401
2019-01-26,Park,067,155,18,41418
2019-01-26,Petroleum,069,,,
2019-01-26,Phillips,071,34,3,11880
2019-01-26,Pondera,073,41,3,12222
2019-01-26,Powder River,075,10,,3035
2019-01-26,Powell,077,48,4,12940
2019-01-26,Prairie,079,4,,
2019-01-26,Ravalli,081,556,59,154034
2019-01-26,Richland,083,38,11,9271
2019-01-26,Roosevelt,085,76,5,24049
2019-01-26,Rosebud,087,92,16,25872
2019-01-26,Sanders,089,174,13,52803
2019-01-26,Sheridan,091,18,,4855
2019-01-26,Silver Bow,093,347,36,93556
2019-01-26,Stillwater,095,83,7,28377
2019-01-26,Sweet Grass,097,20,4,6285
2019-01-26,Teton,099,47,7,13539
2019-01-26,Toole,101,12,,2921
2019-01-26,Treasure,103,,,
2019-01-26,Valley,105,62,5,19674
2019-01-26,Wheatland,107,14,4,3360
2019-01-26,Wibaux,109,,,
2019-01-26,Yellowstone,111,1508,238,421289
2019-02-02,Beaverhead,001,48,4,12749
2019-02-02,Big Horn,003,132,18,37875
2019-02-02,Blaine,005,28,,9306
2019-02-02,Broadwater,007,39,6,11006
2019-02-02,Carbon,009,104,22,30919
2019-02-02,Carter,011,9,,1600
2019-02-02,Cascade,013,783,101,194538
2019-02-02,Chouteau,015,19,4,5893
2019-02-02,Custer,017,98,6,33944
2019-02-02,Daniels,019,3,,
2019-02-02,Dawson,021,37,5,10484
2019-02-02,Deer Lodge,023,86,12,21554
2019-02-02,Fallon,025,,,
2019-02-02,Fergus,027,138,19,43211
2019-02-02,Flathead,029,1693,199,467763
2019-02-02,Gallatin,031,665,88,189560
2019-02-02,Garfield,033,5,,
2019-02-02,Glacier,035,264,27,71589
2019-02-02,Golden Valley,037,6,,1433
2019-02-02,Granite,039,64,,21092
2019-02-02,Hill,041,136,17,34126
2019-02-02,Jefferson,043,96,13,31091
2019-02-02,Judith Basin,045,9,,
2019-02-02,Lake,047,330,36,75382
2019-02-02,Lewis and Clark,049,594,70,161147
2019-02-02,Liberty,051,6,,1367
2019-02-02,Lincoln,053,345,30,94049
2019-02-02,McCone,055,0,0,0
2019-02-02,Madison,057,73,11,19329
2019-02-02,Meagher,059,21,4,6110
2019-02-02,Mineral,061,38,,11429
2019-02-02,Missoula,063,1255,126,342585
2019-02-02,Musselshell,065,37,7,10152
2019-02-02,Park,067,153,21,38333
2019-02-02,Petroleum,069,3,,1243
2019-02-02,Phillips,071,31,,12595
2019-02-02,Pondera,073,38,4,11030
2019-02-02,Powder River,075,7,,2270
2019-02-02,Powell,077,47,7,13032
2019-02-02,Prairie,079,6,,
2019-02-02,Ravalli,081,546,56,148764
2019-02-02,Richland,083,47,9,12274
2019-02-02,Roosevelt,085,70,8,17967
2019-02-02,Rosebud,087,74,4,24171
2019-02-02,Sanders,089,165,16,46737
2019-02-02,Sheridan,091,17,,6089
2019-02-02,Silver Bow,093,337,46,91139
2019-02-02,Stillwater,095,86,8,25209
2019-02-02,Sweet Grass,097,21,,7773
2019-02-02,Teton,099,42,4,11555
2019-02-02,Toole,101,14,,3885
2019-02-02,Treasure,103,4,,1644
2019-02-02,Valley,105,53,5,17906
2019-02-02,Wheatland,107,13,,4639
2019-02-02,Wibaux,109,,,
2019-02-02,Yellowstone,111,1551,292,406660
2019-02-09,Beaverhead,001,61,10,16370
2019-02-09,Big Horn,003,136,19,38421
2019-02-09,Blaine,005,33,3,9605
2019-02-09,Broadwater,007,50,9,15935
2019-02-09,Carbon,009,109,14,36864
2019-02-09,Carter,011,6,,
2019-02-09,Cascade,013,797,112,207222
2019-02-09,Chouteau,015,21,3,5738
2019-02-09,Custer,017,92,11,29146
2019-02-09,Daniels,019,,,
2019-02-09,Dawson,021,38,7,10609
2019-02-09,Deer Lodge,023,93,13,26822
2019-02-09,Fallon,025,4,,
2019-02-09,Fergus,027,138,14,46291
2019-02-09,Flathead,029,1777,259,488871
2019-02-09,Gallatin,031,730,109,221699
2019-02-09,Garfield,033,8,,2699
2019-02-09,Glacier,035,253,24,74898
2019-02-09,Golden Valley,037,7,,
2019-02-09,Granite,039,67,5,23970
2019-02-09,Hill,041,128,11,35772
2019-02-09,Jefferson,043,113,16,36678
2019-02-09,Judith Basin,045,12,,
2019-02-09,Lake,047,343,44,87031
2019-02-09,Lewis and Clark,049,633,93,185818
2019-02-09,Liberty,051,7,,2211
2019-02-09,Lincoln,053,329,37,95484
2019-02-09,McCone,055,0,0,0
2019-02-09,Madison,057,87,9,25366
2019-02-09,Meagher,059,25,6,5975
2019-02-09,Mineral,061,40,,15122
2019-02-09,Missoula,063,1353,197,371391
2019-02-09,Musselshell,065,45,7,14548
2019-02-09,Park,067,153,22,42607
2019-02-09,Petroleum,069,,,
2019-02-09,Phillips,071,32,7,10829
2019-02-09,Pondera,073,39,5,12342
2019-02-09,Powder River,075,8,,2521
2019-02-09,Powell,077,57,13,14832
2019-02-09,Prairie,079,7,,1684
2019-02-09,Ravalli,081,569,52,160121
2019-02-09,Richland,083,53,18,10870
2019-02-09,Roosevelt,085,75,6,20250
2019-02-09,Rosebud,087,82,10,25512
2019-02-09,Sanders,089,171,17,57081
2019-02-09,Sheridan,091,15,3,4127
2019-02-09,Silver Bow,093,368,61,101819
2019-02-09,Stillwater,095,87,11,29564
2019-02-09,Sweet Grass,097,20,,6646
2019-02-09,Teton,099,47,4,16502
2019-02-09,Toole,101,24,13,3324
2019-02-09,Treasure,103,3,,1294
2019-02-09,Valley,105,62,9,19207
2019-02-09,Wheatland,107,20,9,4551
2019-02-09,Wibaux,109,,,
2019-02-09,Yellowstone,111,1832,357,525564
2019-02-16,Beaverhead,001,47,6,14592
2019-02-16,Big Horn,003,138,18,38666
2019-02-16,Blaine,005,25,,7660
2019-02-16,Broadwater,007,46,6,13971
2019-02-16,Carbon,009,104,11,35310
2019-02-16,Carter,011,4,,
2019-02-16,Cascade,013,795,98,208327
2019-02-16,Chouteau,015,18,4,6483
2019-02-16,Custer,017,96,5,33523
2019-02-16,Daniels,019,,,
2019-02-16,Dawson,021,37,5,11223
2019-02-16,Deer Lodge,023,91,9,26179
2019-02-16,Fallon,025,6,4,
2019-02-16,Fergus,027,124,7,43610
2019-02-16,Flathead,029,1745,204,478942
2019-02-16,Gallatin,031,683,70,206272
2019-02-16,Garfield,033,7,,2606
2019-02-16,Glacier,035,247,14,75481
2019-02-16,Golden Valley,037,7,,
2019-02-16,Granite,039,64,,21618
2019-02-16,Hill,041,138,15,37199
2019-02-16,Jefferson,043,103,11,33062
2019-02-16,Judith Basin,045,15,5,4962
2019-02-16,Lake,047,321,36,84639
2019-02-16,Lewis and Clark,049,630,73,181004
2019-02-16,Liberty,051,5,,
2019-02-16,Lincoln,053,320,29,92861
2019-02-16,McCone,055,,,
2019-02-16,Madison,057,72,6,21336
2019-02-16,Meagher,059,19,4,5294
2019-02-16,Mineral,061,47,10,13729
2019-02-16,Missoula,063,1289,138,371316
2019-02-16,Musselshell,065,41,7,11813
2019-02-16,Park,067,156,18,38887
2019-02-16,Petroleum,069,,,
2019-02-16,Phillips,071,34,3,11214
2019-02-16,Pondera,073,42,3,12738
2019-02-16,Powder River,075,8,,2982
2019-02-16,Powell,077,54,4,14669
2019-02-16,Prairie,079,7,,1515
2019-02-16,Ravalli,081,567,55,156434
2019-02-16,Richland,083,46,10,11788
2019-02-16,Roosevelt,085,79,11,20445
2019-02-16,Rosebud,087,80,9,26255
2019-02-16,Sanders,089,166,9,55891
2019-02-16,Sheridan,091,14,,4048
2019-02-16,Silver Bow,093,350,39,101424
2019-02-16,Stillwater,095,94,11,30471
2019-02-16,Sweet Grass,097,22,,6334
2019-02-16,Teton,099,43,7,12937
2019-02-16,Toole,101,20,4,4505
2019-02-16,Treasure,103,,,
2019-02-16,Valley,105,58,6,18965
2019-02-16,Wheatland,107,24,3,4368
2019-02-16,Wibaux,109,,,
2019-02-16,Yellowstone,111,1637,209,471993
2019-02-23,Beaverhead,001,51,6,14887
2019-02-23,Big Horn,003,134,13,37639
2019-02-23,Blaine,005,26,,8074
2019-02-23,Broadwater,007,43,4,12962
2019-02-23,Carbon,009,111,13,34752
2019-02-23,Carter,011,5,,
2019-02-23,Cascade,013,812,90,214917
2019-02-23,Chouteau,015,17,,5577
2019-02-23,Custer,017,100,14,30161
2019-02-23,Daniels,019,5,3,
2019-02-23,Dawson,021,37,5,10331
2019-02-23,Deer Lodge,023,81,5,25233
2019-02-23,Fallon,025,5,,1731
2019-02-23,Fergus,027,128,6,45427
2019-02-23,Flathead,029,1711,163,490190
2019-02-23,Gallatin,031,692,60,213534
2019-02-23,Garfield,033,8,,
2019-02-23,Glacier,035,243,17,75875
2019-02-23,Golden Valley,037,6,,1604
2019-02-23,Granite,039,62,3,21134
2019-02-23,Hill,041,133,13,34336
2019-02-23,Jefferson,043,96,5,31455
2019-02-23,Judith Basin,045,13,,4380
2019-02-23,Lake,047,337,29,90318
2019-02-23,Lewis and Clark,049,659,86,191075
2019-02-23,Liberty,051,7,,2010
2019-02-23,Lincoln,053,325,25,98565
2019-02-23,McCone,055,0,0,0
2019-02-23,Madison,057,78,5,24500
2019-02-23,Meagher,059,20,,5863
2019-02-23,Mineral,061,44,3,15684
2019-02-23,Missoula,063,1303,121,374819
2019-02-23,Musselshell,065,33,,11888
2019-02-23,Park,067,149,12,39278
2019-02-23,Petroleum,069,,,
2019-02-23,Phillips,071,30,,11783
2019-02-23,Pondera,073,39,4,11955
2019-02-23,Powder River,075,7,,2521
2019-02-23,Powell,077,51,5,12790
2019-02-23,Prairie,079,7,,
2019-02-23,Ravalli,081,550,41,164340
2019-02-23,Richland,083,60,20,11413
2019-02-23,Roosevelt,085,75,4,22308
2019-02-23,Rosebud,087,79,9,27870
2019-02-23,Sanders,089,166,16,54793
2019-02-23,Sheridan,091,13,,4161
2019-02-23,Silver Bow,093,340,34,98825
2019-02-23,Stillwater,095,90,10,29580
2019-02-23,Sweet Grass,097,16,,4755
2019-02-23,Teton,099,46,5,15711
2019-02-23,Toole,101,16,3,3293
2019-02-23,Treasure,103,4,,1644
2019-02-23,Valley,105,56,4,19151
2019-02-23,Wheatland,107,23,,4782
2019-02-23,Wibaux,109,,,
2019-02-23,Yellowstone,111,1675,168,498246
2019-03-02,Beaverhead,001,58,6,17345
2019-03-02,Big Horn,003,129,6,38943
2019-03-02,Blaine,005,26,,8072
2019-03-02,Broadwater,007,44,9,13645
2019-03-02,Carbon,009,97,7,34040
2019-03-02,Carter,011,5,,
2019-03-02,Cascade,013,826,104,220493
2019-03-02,Chouteau,015,23,,7523
2019-03-02,Custer,017,99,6,34193
2019-03-02,Daniels,019,5,,
2019-03-02,Dawson,021,34,,10220
2019-03-02,Deer Lodge,023,73,7,25537
2019-03-02,Fallon,025,6,,1947
2019-03-02,Fergus,027,134,11,49043
2019-03-02,Flathead,029,1731,137,509809
2019-03-02,Gallatin,031,713,90,221080
2019-03-02,Garfield,033,6,,
2019-03-02,Glacier,035,221,16,68904
2019-03-02,Golden Valley,037,6,,
2019-03-02,Granite,039,54,9,15759
2019-03-02,Hill,041,127,15,35266
2019-03-02,Jefferson,043,97,9,30659
2019-03-02,Judith Basin,045,13,,
2019-03-02,Lake,047,329,37,90599
2019-03-02,Lewis and Clark,049,621,78,185188
2019-03-02,Liberty,051,6,,1822
2019-03-02,Lincoln,053,335,40,97865
2019-03-02,McCone,055,,,
2019-03-02,Madison,057,75,6,22760
2019-03-02,Meagher,059,17,,6578
2019-03-02,Mineral,061,40,,14409
2019-03-02,Missoula,063,1317,138,384659
2019-03-02,Musselshell,065,41,4,12601
2019-03-02,Park,067,142,13,38824
2019-03-02,Petroleum,069,,,
2019-03-02,Phillips,071,27,,10288
2019-03-02,Pondera,073,37,,11975
2019-03-02,Powder River,075,6,,2152
2019-03-02,Powell,077,60,11,16889
2019-03-02,Prairie,079,8,,2074
2019-03-02,Ravalli,081,554,47,164868
2019-03-02,Richland,083,62,21,12361
2019-03-02,Roosevelt,085,82,9,21629
2019-03-02,Rosebud,087,81,9,28251
2019-03-02,Sanders,089,166,17,51902
2019-03-02,Sheridan,091,12,,4490
2019-03-02,Silver Bow,093,342,34,100986
2019-03-02,Stillwater,095,84,7,29831
2019-03-02,Sweet Grass,097,18,3,5894
2019-03-02,Teton,099,49,4,15548
2019-03-02,Toole,101,19,4,4891
2019-03-02,Treasure,103,4,,1317
2019-03-02,Valley,105,61,6,19884
2019-03-02,Wheatland,107,21,,5540
2019-03-02,Wibaux,109,,,
2019-03-02,Yellowstone,111,1666,202,520862
2019-03-09,Beaverhead,001,56,4,16956
2019-03-09,Big Horn,003,136,18,39485
2019-03-09,Blaine,005,22,,6311
2019-03-09,Broadwater,007,50,6,15434
2019-03-09,Carbon,009,100,6,34746
2019-03-09,Carter,011,4,,
2019-03-09,Cascade,013,801,84,221219
2019-03-09,Chouteau,015,19,,5580
2019-03-09,Custer,017,98,6,31690
2019-03-09,Daniels,019,3,,
2019-03-09,Dawson,021,38,5,11039
2019-03-09,Deer Lodge,023,79,9,23452
2019-03-09,Fallon,025,6,,1941
2019-03-09,Fergus,027,110,9,40482
2019-03-09,Flathead,029,1691,123,504808
2019-03-09,Gallatin,031,717,80,224907
2019-03-09,Garfield,033,7,,2795
2019-03-09,Glacier,035,207,14,64893
2019-03-09,Golden Valley,037,5,,1008
2019-03-09,Granite,039,40,5,13336
2019-03-09,Hill,041,120,7,33800
2019-03-09,Jefferson,043,102,13,30409
2019-03-09,Judith Basin,045,12,,
2019-03-09,Lake,047,327,31,89065
2019-03-09,Lewis and Clark,049,636,70,187795
2019-03-09,Liberty,051,6,,2118
2019-03-09,Lincoln,053,319,33,96096
2019-03-09,McCone,055,,,
2019-03-09,Madison,057,58,,18365
2019-03-09,Meagher,059,16,3,4036
2019-03-09,Mineral,061,40,5,13503
2019-03-09,Missoula,063,1288,135,368020
2019-03-09,Musselshell,065,36,5,9688
2019-03-09,Park,067,158,24,40115
2019-03-09,Petroleum,069,,,
2019-03-09,Phillips,071,30,,11098
2019-03-09,Pondera,073,34,,11162
2019-03-09,Powder River,075,5,,
2019-03-09,Powell,077,58,5,16434
2019-03-09,Prairie,079,5,,
2019-03-09,Ravalli,081,542,49,154310
2019-03-09,Richland,083,68,12,15704
2019-03-09,Roosevelt,085,84,8,23668
2019-03-09,Rosebud,087,76,5,26972
2019-03-09,Sanders,089,174,17,54971
2019-03-09,Sheridan,091,13,,4955
2019-03-09,Silver Bow,093,333,38,97829
2019-03-09,Stillwater,095,78,6,26509
2019-03-09,Sweet Grass,097,17,,3740
2019-03-09,Teton,099,47,,14638
2019-03-09,Toole,101,21,3,5688
2019-03-09,Treasure,103,4,,
2019-03-09,Valley,105,60,3,19852
2019-03-09,Wheatland,107,19,,
2019-03-09,Wibaux,109,0,0,0
2019-03-09,Yellowstone,111,1644,179,501234
2019-03-16,Beaverhead,001,48,,14937
2019-03-16,Big Horn,003,140,12,42163
2019-03-16,Blaine,005,21,,6112
2019-03-16,Broadwater,007,43,,14674
2019-03-16,Carbon,009,92,10,29960
2019-03-16,Carter,011,5,,
2019-03-16,Cascade,013,755,61,207106
2019-03-16,Chouteau,015,16,,5242
2019-03-16,Custer,017,91,3,31041
2019-03-16,Daniels,019,0,0,0
2019-03-16,Dawson,021,36,3,9250
2019-03-16,Deer Lodge,023,70,4,21817
2019-03-16,Fallon,025,8,,2126
2019-03-16,Fergus,027,114,6,42357
2019-03-16,Flathead,029,1672,162,479985
2019-03-16,Gallatin,031,645,65,202481
2019-03-16,Garfield,033,4,,
2019-03-16,Glacier,035,203,13,62243
2019-03-16,Golden Valley,037,3,,
2019-03-16,Granite,039,46,7,13765
2019-03-16,Hill,041,111,8,31523
2019-03-16,Jefferson,043,91,7,28476
2019-03-16,Judith Basin,045,7,,
2019-03-16,Lake,047,284,22,78113
2019-03-16,Lewis and Clark,049,586,45,176882
2019-03-16,Liberty,051,5,,
2019-03-16,Lincoln,053,323,29,96060
2019-03-16,McCone,055,,,
2019-03-16,Madison,057,64,6,18523
2019-03-16,Meagher,059,13,,3214
2019-03-16,Mineral,061,39,4,12131
2019-03-16,Missoula,063,1215,128,345045
2019-03-16,Musselshell,065,36,3,12171
2019-03-16,Park,067,153,18,39012
2019-03-16,Petroleum,069,0,0,0
2019-03-16,Phillips,071,31,4,9808
2019-03-16,Pondera,073,39,,12695
2019-03-16,Powder River,075,4,,
2019-03-16,Powell,077,58,6,15709
2019-03-16,Prairie,079,7,,2298
2019-03-16,Ravalli,081,517,33,146398
2019-03-16,Richland,083,70,10,19269
2019-03-16,Roosevelt,085,86,8,24913
2019-03-16,Rosebud,087,76,8,27778
2019-03-16,Sanders,089,165,13,51883
2019-03-16,Sheridan,091,18,,6057
2019-03-16,Silver Bow,093,331,35,95579
2019-03-16,Stillwater,095,74,4,26550
2019-03-16,Sweet Grass,097,17,3,3475
2019-03-16,Teton,099,40,,12144
2019-03-16,Toole,101,18,,4692
2019-03-16,Treasure,103,3,,967
2019-03-16,Valley,105,58,,20771
2019-03-16,Wheatland,107,13,,
2019-03-16,Wibaux,109,,,
2019-03-16,Yellowstone,111,1456,127,443535
2019-03-23,Beaverhead,001,47,6,13708
2019-03-23,Big Horn,003,136,7,42213
2019-03-23,Blaine,005,21,4,4777
2019-03-23,Broadwater,007,38,,12042
2019-03-23,Carbon,009,83,6,26044
2019-03-23,Carter,011,3,,
2019-03-23,Cascade,013,681,52,180314
2019-03-23,Chouteau,015,16,,4945
2019-03-23,Custer,017,79,,23889
2019-03-23,Daniels,019,0,0,0
2019-03-23,Dawson,021,29,6,7541
2019-03-23,Deer Lodge,023,64,7,19307
2019-03-23,Fallon,025,5,,1729
2019-03-23,Fergus,027,110,9,38011
2019-03-23,Flathead,029,1508,157,425220
2019-03-23,Gallatin,031,618,93,177845
2019-03-23,Garfield,033,3,,
2019-03-23,Glacier,035,176,15,55730
2019-03-23,Golden Valley,037,4,,1171
2019-03-23,Granite,039,37,,13794
2019-03-23,Hill,041,105,11,27751
2019-03-23,Jefferson,043,78,7,24299
2019-03-23,Judith Basin,045,8,,
2019-03-23,Lake,047,270,18,74197
2019-03-23,Lewis and Clark,049,506,48,148002
2019-03-23,Liberty,051,6,,
2019-03-23,Lincoln,053,292,49,82221
2019-03-23,McCone,055,3,,
2019-03-23,Madison,057,51,,16650
2019-03-23,Meagher,059,11,,2600
2019-03-23,Mineral,061,38,,14001
2019-03-23,Missoula,063,1095,93,303408
2019-03-23,Musselshell,065,31,4,9740
2019-03-23,Park,067,124,11,32578
2019-03-23,Petroleum,069,,,
2019-03-23,Phillips,071,28,,11185
2019-03-23,Pondera,073,37,3,12139
2019-03-23,Powder River,075,,,
2019-03-23,Powell,077,45,,11976
2019-03-23,Prairie,079,4,,
2019-03-23,Ravalli,081,430,28,124616
2019-03-23,Richland,083,68,14,17907
2019-03-23,Roosevelt,085,89,13,23158
2019-03-23,Rosebud,087,69,4,24199
2019-03-23,Sanders,089,143,22,40558
2019-03-23,Sheridan,091,16,3,4480
2019-03-23,Silver Bow,093,296,26,82675
2019-03-23,Stillwater,095,69,7,23783
2019-03-23,Sweet Grass,097,17,,4635
2019-03-23,Teton,099,42,,10749
2019-03-23,Toole,101,20,4,4501
2019-03-23,Treasure,103,3,,1317
2019-03-23,Valley,105,47,3,17155
2019-03-23,Wheatland,107,13,,3069
2019-03-23,Wibaux,109,,,
2019-03-23,Yellowstone,111,1285,108,384356
2019-03-30,Beaverhead,001,41,6,11022
2019-03-30,Big Horn,003,121,4,39914
2019-03-30,Blaine,005,18,,4588
2019-03-30,Broadwater,007,35,5,10120
2019-03-30,Carbon,009,65,5,20070
2019-03-30,Carter,011,5,,
2019-03-30,Cascade,013,623,47,169848
2019-03-30,Chouteau,015,17,,4448
2019-03-30,Custer,017,68,4,21937
2019-03-30,Daniels,019,0,0,0
2019-03-30,Dawson,021,32,5,9872
2019-03-30,Deer Lodge,023,59,5,17515
2019-03-30,Fallon,025,6,,
2019-03-30,Fergus,027,83,7,30892
2019-03-30,Flathead,029,1431,129,415934
2019-03-30,Gallatin,031,594,83,168873
2019-03-30,Garfield,033,3,,
2019-03-30,Glacier,035,150,10,46367
2019-03-30,Golden Valley,037,3,,
2019-03-30,Granite,039,43,7,12708
2019-03-30,Hill,041,96,6,28486
2019-03-30,Jefferson,043,66,3,20650
2019-03-30,Judith Basin,045,6,,
2019-03-30,Lake,047,247,25,64266
2019-03-30,Lewis and Clark,049,513,60,147624
2019-03-30,Liberty,051,4,,
2019-03-30,Lincoln,053,284,29,84028
2019-03-30,McCone,055,,,
2019-03-30,Madison,057,42,4,11914
2019-03-30,Meagher,059,12,,3203
2019-03-30,Mineral,061,31,,9874
2019-03-30,Missoula,063,964,88,264808
2019-03-30,Musselshell,065,30,4,9695
2019-03-30,Park,067,117,14,31743
2019-03-30,Petroleum,069,0,0,0
2019-03-30,Phillips,071,20,,6685
2019-03-30,Pondera,073,28,,8467
2019-03-30,Powder River,075,3,,
2019-03-30,Powell,077,60,16,15833
2019-03-30,Prairie,079,4,,
2019-03-30,Ravalli,081,392,28,105871
2019-03-30,Richland,083,59,6,17314
2019-03-30,Roosevelt,085,79,6,21773
2019-03-30,Rosebud,087,60,5,21755
2019-03-30,Sanders,089,140,16,43548
2019-03-30,Sheridan,091,16,,4074
2019-03-30,Silver Bow,093,274,24,78429
2019-03-30,Stillwater,095,59,6,20441
2019-03-30,Sweet Grass,097,17,,4154
2019-03-30,Teton,099,31,3,6854
2019-03-30,Toole,101,14,,4090
2019-03-30,Treasure,103,,,
2019-03-30,Valley,105,41,,14616
2019-03-30,Wheatland,107,8,,
2019-03-30,Wibaux,109,,,
2019-03-30,Yellowstone,111,1209,117,351594
2019-04-06,Beaverhead,001,46,12,10242
2019-04-06,Big Horn,003,120,13,35420
2019-04-06,Blaine,005,13,,4356
2019-04-06,Broadwater,007,37,3,9974
2019-04-06,Carbon,009,58,9,16211
2019-04-06,Carter,011,,,
2019-04-06,Cascade,013,549,71,132779
2019-04-06,Chouteau,015,14,,4168
2019-04-06,Custer,017,50,7,12800
2019-04-06,Daniels,019,0,0,0
2019-04-06,Dawson,021,24,4,6793
2019-04-06,Deer Lodge,023,63,9,17779
2019-04-06,Fallon,025,6,,1952
2019-04-06,Fergus,027,72,8,23798
2019-04-06,Flathead,029,1250,122,348763
2019-04-06,Gallatin,031,537,91,146536
2019-04-06,Garfield,033,,,
2019-04-06,Glacier,035,141,9,45980
2019-04-06,Golden Valley,037,,,
2019-04-06,Granite,039,42,3,13945
2019-04-06,Hill,041,93,7,24285
2019-04-06,Jefferson,043,47,5,16403
2019-04-06,Judith Basin,045,7,,
2019-04-06,Lake,047,224,20,58779
2019-04-06,Lewis and Clark,049,389,44,108669
2019-04-06,Liberty,051,4,,
2019-04-06,Lincoln,053,242,15,77370
2019-04-06,McCone,055,,,
2019-04-06,Madison,057,34,,11416
2019-04-06,Meagher,059,6,,1616
2019-04-06,Mineral,061,34,4,11028
2019-04-06,Missoula,063,840,98,223721
2019-04-06,Musselshell,065,19,3,5907
2019-04-06,Park,067,103,15,25276
2019-04-06,Petroleum,069,,,
2019-04-06,Phillips,071,20,,7397
2019-04-06,Pondera,073,30,3,8402
2019-04-06,Powder River,075,3,,
2019-04-06,Powell,077,52,9,12687
2019-04-06,Prairie,079,3,,
2019-04-06,Ravalli,081,310,26,81026
2019-04-06,Richland,083,64,13,16398
2019-04-06,Roosevelt,085,78,11,22610
2019-04-06,Rosebud,087,58,,20297
2019-04-06,Sanders,089,104,7,32861
2019-04-06,Sheridan,091,15,,3915
2019-04-06,Silver Bow,093,241,23,64272
2019-04-06,Stillwater,095,45,,14578
2019-04-06,Sweet Grass,097,18,,5081
2019-04-06,Teton,099,31,3,6971
2019-04-06,Toole,101,12,,3336
2019-04-06,Treasure,103,,,
2019-04-06,Valley,105,39,8,9831
2019-04-06,Wheatland,107,6,,1477
2019-04-06,Wibaux,109,0,0,0
2019-04-06,Yellowstone,111,965,128,267664
2019-04-13,Beaverhead,001,33,5,8974
2019-04-13,Big Horn,003,112,7,34077
2019-04-13,Blaine,005,11,,2861
2019-04-13,Broadwater,007,25,,6569
2019-04-13,Carbon,009,69,16,19385
2019-04-13,Carter,011,0,0,0
2019-04-13,Cascade,013,551,79,130859
2019-04-13,Chouteau,015,11,,3591
2019-04-13,Custer,017,40,,9992
2019-04-13,Daniels,019,0,0,0
2019-04-13,Dawson,021,22,4,5770
2019-04-13,Deer Lodge,023,56,6,16851
2019-04-13,Fallon,025,6,,1803
2019-04-13,Fergus,027,56,7,16921
2019-04-13,Flathead,029,1071,142,274156
2019-04-13,Gallatin,031,547,124,138185
2019-04-13,Garfield,033,,,
2019-04-13,Glacier,035,129,13,36474
2019-04-13,Golden Valley,037,0,0,0
2019-04-13,Granite,039,38,3,13496
2019-04-13,Hill,041,76,7,21326
2019-04-13,Jefferson,043,48,5,14787
2019-04-13,Judith Basin,045,4,,
2019-04-13,Lake,047,197,19,49111
2019-04-13,Lewis and Clark,049,338,35,93100
2019-04-13,Liberty,051,4,,
2019-04-13,Lincoln,053,191,24,53166
2019-04-13,McCone,055,,,
2019-04-13,Madison,057,26,,7896
2019-04-13,Meagher,059,8,,1304
2019-04-13,Mineral,061,28,5,8734
2019-04-13,Missoula,063,739,102,192798
2019-04-13,Musselshell,065,20,,6857
2019-04-13,Park,067,85,11,21804
2019-04-13,Petroleum,069,0,0,0
2019-04-13,Phillips,071,11,,2807
2019-04-13,Pondera,073,23,,7344
2019-04-13,Powder River,075,0,0,0
2019-04-13,Powell,077,51,11,12971
2019-04-13,Prairie,079,4,,
2019-04-13,Ravalli,081,278,34,67912
2019-04-13,Richland,083,52,13,11803
2019-04-13,Roosevelt,085,70,9,20548
2019-04-13,Rosebud,087,43,,16364
2019-04-13,Sanders,089,95,10,29423
2019-04-13,Sheridan,091,10,,1763
2019-04-13,Silver Bow,093,219,28,56539
2019-04-13,Stillwater,095,40,3,13646
2019-04-13,Sweet Grass,097,13,,4224
2019-04-13,Teton,099,28,3,6496
2019-04-13,Toole,101,14,3,3057
2019-04-13,Treasure,103,3,,
2019-04-13,Valley,105,34,,9024
2019-04-13,Wheatland,107,4,,
2019-04-13,Wibaux,109,0,0,0
2019-04-13,Yellowstone,111,1043,182,283081
2019-04-20,Beaverhead,001,30,4,8748
2019-04-20,Big Horn,003,87,3,25840
2019-04-20,Blaine,005,6,,1131
2019-04-20,Broadwater,007,26,3,6969
2019-04-20,Carbon,009,45,4,13218
2019-04-20,Carter,011,,,
2019-04-20,Cascade,013,424,74,99108
2019-04-20,Chouteau,015,7,,1652
2019-04-20,Custer,017,27,,7817
2019-04-20,Daniels,019,0,0,0
2019-04-20,Dawson,021,23,4,6123
2019-04-20,Deer Lodge,023,42,3,12533
2019-04-20,Fallon,025,3,,
2019-04-20,Fergus,027,51,11,12292
2019-04-20,Flathead,029,974,126,256707
2019-04-20,Gallatin,031,520,120,126784
2019-04-20,Garfield,033,3,,
2019-04-20,Glacier,035,110,5,31489
2019-04-20,Golden Valley,037,0,0,0
2019-04-20,Granite,039,34,3,11707
2019-04-20,Hill,041,78,11,19709
2019-04-20,Jefferson,043,39,5,10713
2019-04-20,Judith Basin,045,3,,
2019-04-20,Lake,047,182,23,45631
2019-04-20,Lewis and Clark,049,294,40,73774
2019-04-20,Liberty,051,4,,
