wk_end,CountyName,res_county,People,IPeople,amt_benefits
2017-08-26,Valley,105,7,,1234
2017-08-26,Wheatland,107,3,,
2017-08-26,Wibaux,109,,,
2017-08-26,Yellowstone,111,662,105,160878
2017-09-02,Beaverhead,001,11,,2115
2017-09-02,Big Horn,003,151,7,33947
2017-09-02,Blaine,005,3,,
2017-09-02,Broadwater,007,10,,3159
2017-09-02,Carbon,009,28,5,7795
2017-09-02,Carter,011,,,
2017-09-02,Cascade,013,342,78,67209
2017-09-02,Chouteau,015,5,,
2017-09-02,Custer,017,16,,4714
2017-09-02,Daniels,019,,,
2017-09-02,Dawson,021,9,3,1330
2017-09-02,Deer Lodge,023,15,,4148
2017-09-02,Fallon,025,,,
2017-09-02,Fergus,027,34,12,7652
2017-09-02,Flathead,029,394,104,77035
2017-09-02,Gallatin,031,299,100,60160
2017-09-02,Garfield,033,,,
2017-09-02,Glacier,035,83,14,18459
2017-09-02,Golden Valley,037,0,0,0
2017-09-02,Granite,039,5,,1160
2017-09-02,Hill,041,59,8,11164
2017-09-02,Jefferson,043,37,6,8389
2017-09-02,Judith Basin,045,7,,
2017-09-02,Lake,047,117,9,26302
2017-09-02,Lewis and Clark,049,228,24,57528
2017-09-02,Liberty,051,0,0,0
2017-09-02,Lincoln,053,83,11,17004
2017-09-02,McCone,055,0,0,0
2017-09-02,Madison,057,19,,5108
2017-09-02,Meagher,059,6,,
2017-09-02,Mineral,061,11,,2110
2017-09-02,Missoula,063,349,57,79804
2017-09-02,Musselshell,065,10,,1899
2017-09-02,Park,067,34,7,8356
2017-09-02,Petroleum,069,0,0,0
2017-09-02,Phillips,071,,,
2017-09-02,Pondera,073,15,,2664
2017-09-02,Powder River,075,0,0,0
2017-09-02,Powell,077,7,,1252
2017-09-02,Prairie,079,0,0,0
2017-09-02,Ravalli,081,136,18,29839
2017-09-02,Richland,083,31,7,7088
2017-09-02,Roosevelt,085,25,5,4778
2017-09-02,Rosebud,087,50,8,12163
2017-09-02,Sanders,089,33,7,5572
2017-09-02,Sheridan,091,,,
2017-09-02,Silver Bow,093,148,20,33168
2017-09-02,Stillwater,095,21,3,5981
2017-09-02,Sweet Grass,097,3,,
2017-09-02,Teton,099,4,,
2017-09-02,Toole,101,6,,1030
2017-09-02,Treasure,103,0,0,0
2017-09-02,Valley,105,6,,990
2017-09-02,Wheatland,107,4,,
2017-09-02,Wibaux,109,,,
2017-09-02,Yellowstone,111,656,123,162025
2017-09-09,Beaverhead,001,13,4,1443
2017-09-09,Big Horn,003,145,6,29705
2017-09-09,Blaine,005,5,,
2017-09-09,Broadwater,007,13,4,2977
2017-09-09,Carbon,009,31,5,9932
2017-09-09,Carter,011,,,
2017-09-09,Cascade,013,293,40,60331
2017-09-09,Chouteau,015,3,,
2017-09-09,Custer,017,18,,3931
2017-09-09,Daniels,019,,,
2017-09-09,Dawson,021,12,3,2056
2017-09-09,Deer Lodge,023,23,3,4900
2017-09-09,Fallon,025,,,
2017-09-09,Fergus,027,20,,4834
2017-09-09,Flathead,029,380,95,75871
2017-09-09,Gallatin,031,334,94,71087
2017-09-09,Garfield,033,0,0,0
2017-09-09,Glacier,035,65,10,11989
2017-09-09,Golden Valley,037,,,
2017-09-09,Granite,039,7,,2096
2017-09-09,Hill,041,52,8,10021
2017-09-09,Jefferson,043,37,6,10533
2017-09-09,Judith Basin,045,5,,
2017-09-09,Lake,047,99,20,17620
2017-09-09,Lewis and Clark,049,232,34,58322
2017-09-09,Liberty,051,0,0,0
2017-09-09,Lincoln,053,95,24,16521
2017-09-09,McCone,055,0,0,0
2017-09-09,Madison,057,20,3,4634
2017-09-09,Meagher,059,6,,
2017-09-09,Mineral,061,15,6,2233
2017-09-09,Missoula,063,349,61,77208
2017-09-09,Musselshell,065,9,,2143
2017-09-09,Park,067,42,15,7889
2017-09-09,Petroleum,069,0,0,0
2017-09-09,Phillips,071,5,,1032
2017-09-09,Pondera,073,16,,3460
2017-09-09,Powder River,075,,,
2017-09-09,Powell,077,10,5,1781
2017-09-09,Prairie,079,0,0,0
2017-09-09,Ravalli,081,133,31,30422
2017-09-09,Richland,083,37,13,7676
2017-09-09,Roosevelt,085,24,3,5161
2017-09-09,Rosebud,087,43,5,10367
2017-09-09,Sanders,089,39,13,5831
2017-09-09,Sheridan,091,5,,631
2017-09-09,Silver Bow,093,139,27,30688
2017-09-09,Stillwater,095,24,5,6044
2017-09-09,Sweet Grass,097,6,,1871
2017-09-09,Teton,099,3,,
2017-09-09,Toole,101,9,5,771
2017-09-09,Treasure,103,0,0,0
2017-09-09,Valley,105,6,,977
2017-09-09,Wheatland,107,0,0,0
2017-09-09,Wibaux,109,,,
2017-09-09,Yellowstone,111,672,137,166110
2017-09-16,Beaverhead,001,11,,2764
2017-09-16,Big Horn,003,150,24,29812
2017-09-16,Blaine,005,9,3,
2017-09-16,Broadwater,007,15,4,3619
2017-09-16,Carbon,009,32,7,9107
2017-09-16,Carter,011,,,
2017-09-16,Cascade,013,316,77,63708
2017-09-16,Chouteau,015,4,,
2017-09-16,Custer,017,18,3,2755
2017-09-16,Daniels,019,,,
2017-09-16,Dawson,021,10,,2379
2017-09-16,Deer Lodge,023,27,4,5895
2017-09-16,Fallon,025,3,,
2017-09-16,Fergus,027,27,6,5710
2017-09-16,Flathead,029,471,152,89344
2017-09-16,Gallatin,031,350,78,74406
2017-09-16,Garfield,033,0,0,0
2017-09-16,Glacier,035,64,11,12225
2017-09-16,Golden Valley,037,,,
2017-09-16,Granite,039,6,,1828
2017-09-16,Hill,041,55,10,11464
2017-09-16,Jefferson,043,41,16,8867
2017-09-16,Judith Basin,045,5,,805
2017-09-16,Lake,047,88,12,17885
2017-09-16,Lewis and Clark,049,248,55,59376
2017-09-16,Liberty,051,0,0,0
2017-09-16,Lincoln,053,82,16,16036
2017-09-16,McCone,055,0,0,0
2017-09-16,Madison,057,17,4,4756
2017-09-16,Meagher,059,7,,
2017-09-16,Mineral,061,15,4,1881
2017-09-16,Missoula,063,380,93,80891
2017-09-16,Musselshell,065,9,,2615
2017-09-16,Park,067,55,17,10386
2017-09-16,Petroleum,069,0,0,0
2017-09-16,Phillips,071,4,,879
2017-09-16,Pondera,073,14,3,2920
2017-09-16,Powder River,075,0,0,0
2017-09-16,Powell,077,10,,1705
2017-09-16,Prairie,079,0,0,0
2017-09-16,Ravalli,081,149,31,32127
2017-09-16,Richland,083,31,5,5891
2017-09-16,Roosevelt,085,20,,4579
2017-09-16,Rosebud,087,40,7,9637
2017-09-16,Sanders,089,46,19,4543
2017-09-16,Sheridan,091,6,,825
2017-09-16,Silver Bow,093,152,31,34341
2017-09-16,Stillwater,095,22,4,6853
2017-09-16,Sweet Grass,097,5,,1652
2017-09-16,Teton,099,4,3,
2017-09-16,Toole,101,5,,847
2017-09-16,Treasure,103,,,
2017-09-16,Valley,105,3,,321
2017-09-16,Wheatland,107,3,,
2017-09-16,Wibaux,109,0,0,0
2017-09-16,Yellowstone,111,646,137,160896
2017-09-23,Beaverhead,001,14,4,2494
2017-09-23,Big Horn,003,150,22,32144
2017-09-23,Blaine,005,6,,1873
2017-09-23,Broadwater,007,20,7,3957
2017-09-23,Carbon,009,34,11,7725
2017-09-23,Carter,011,,,
2017-09-23,Cascade,013,285,55,58770
2017-09-23,Chouteau,015,8,3,994
2017-09-23,Custer,017,20,9,3527
2017-09-23,Daniels,019,,,
2017-09-23,Dawson,021,11,3,2551
2017-09-23,Deer Lodge,023,27,11,5817
2017-09-23,Fallon,025,3,,
2017-09-23,Fergus,027,30,10,6980
2017-09-23,Flathead,029,483,119,109891
2017-09-23,Gallatin,031,388,88,85468
2017-09-23,Garfield,033,,,
2017-09-23,Glacier,035,62,12,12291
2017-09-23,Golden Valley,037,,,
2017-09-23,Granite,039,8,3,
2017-09-23,Hill,041,50,4,11344
2017-09-23,Jefferson,043,35,5,9423
2017-09-23,Judith Basin,045,3,,
2017-09-23,Lake,047,92,24,15905
2017-09-23,Lewis and Clark,049,244,49,58947
2017-09-23,Liberty,051,0,0,0
2017-09-23,Lincoln,053,90,24,16319
2017-09-23,McCone,055,0,0,0
2017-09-23,Madison,057,22,4,5101
2017-09-23,Meagher,059,3,,
2017-09-23,Mineral,061,17,5,3713
2017-09-23,Missoula,063,381,74,84704
2017-09-23,Musselshell,065,14,4,4049
2017-09-23,Park,067,57,16,11084
2017-09-23,Petroleum,069,0,0,0
2017-09-23,Phillips,071,3,,697
2017-09-23,Pondera,073,10,3,1647
2017-09-23,Powder River,075,0,0,0
2017-09-23,Powell,077,17,9,2421
2017-09-23,Prairie,079,0,0,0
2017-09-23,Ravalli,081,154,45,28170
2017-09-23,Richland,083,34,7,6257
2017-09-23,Roosevelt,085,25,5,5685
2017-09-23,Rosebud,087,40,5,7040
2017-09-23,Sanders,089,47,13,8036
2017-09-23,Sheridan,091,3,,
2017-09-23,Silver Bow,093,164,41,34477
2017-09-23,Stillwater,095,21,5,6863
2017-09-23,Sweet Grass,097,6,,2023
2017-09-23,Teton,099,4,,
2017-09-23,Toole,101,8,3,850
2017-09-23,Treasure,103,0,0,0
2017-09-23,Valley,105,13,6,1173
2017-09-23,Wheatland,107,3,,
2017-09-23,Wibaux,109,0,0,0
2017-09-23,Yellowstone,111,652,161,161164
2017-09-30,Beaverhead,001,21,12,2259
2017-09-30,Big Horn,003,140,15,31037
2017-09-30,Blaine,005,7,,2250
2017-09-30,Broadwater,007,18,3,3729
2017-09-30,Carbon,009,30,6,6103
2017-09-30,Carter,011,0,0,0
2017-09-30,Cascade,013,292,70,58162
2017-09-30,Chouteau,015,10,3,1564
2017-09-30,Custer,017,14,,3008
2017-09-30,Daniels,019,,,
2017-09-30,Dawson,021,12,3,1476
2017-09-30,Deer Lodge,023,33,13,5665
2017-09-30,Fallon,025,4,,
2017-09-30,Fergus,027,29,8,6404
2017-09-30,Flathead,029,528,122,129145
2017-09-30,Gallatin,031,468,160,93957
2017-09-30,Garfield,033,0,0,0
2017-09-30,Glacier,035,67,16,11511
2017-09-30,Golden Valley,037,3,,
2017-09-30,Granite,039,11,5,2285
2017-09-30,Hill,041,58,11,10892
2017-09-30,Jefferson,043,33,6,8936
2017-09-30,Judith Basin,045,5,,
2017-09-30,Lake,047,95,15,17028
2017-09-30,Lewis and Clark,049,228,38,56714
2017-09-30,Liberty,051,0,0,0
2017-09-30,Lincoln,053,90,21,16669
2017-09-30,McCone,055,0,0,0
2017-09-30,Madison,057,30,8,5886
2017-09-30,Meagher,059,5,,
2017-09-30,Mineral,061,11,3,1979
2017-09-30,Missoula,063,383,66,81918
2017-09-30,Musselshell,065,13,6,3070
2017-09-30,Park,067,59,15,11079
2017-09-30,Petroleum,069,0,0,0
2017-09-30,Phillips,071,5,,935
2017-09-30,Pondera,073,10,,
2017-09-30,Powder River,075,3,,
2017-09-30,Powell,077,13,,2665
2017-09-30,Prairie,079,0,0,0
2017-09-30,Ravalli,081,148,27,34967
2017-09-30,Richland,083,21,,4246
2017-09-30,Roosevelt,085,21,4,3941
2017-09-30,Rosebud,087,30,5,6818
2017-09-30,Sanders,089,44,6,9037
2017-09-30,Sheridan,091,4,,223
2017-09-30,Silver Bow,093,158,44,31315
2017-09-30,Stillwater,095,23,5,6819
2017-09-30,Sweet Grass,097,3,,929
2017-09-30,Teton,099,6,3,
2017-09-30,Toole,101,6,,949
2017-09-30,Treasure,103,0,0,0
2017-09-30,Valley,105,9,,909
2017-09-30,Wheatland,107,,,
2017-09-30,Wibaux,109,0,0,0
2017-09-30,Yellowstone,111,578,135,140015
2017-10-07,Beaverhead,001,13,3,2822
2017-10-07,Big Horn,003,169,36,32347
2017-10-07,Blaine,005,9,3,2116
2017-10-07,Broadwater,007,17,,3448
2017-10-07,Carbon,009,29,6,5117
2017-10-07,Carter,011,0,0,0
2017-10-07,Cascade,013,370,129,64880
2017-10-07,Chouteau,015,9,,1873
2017-10-07,Custer,017,24,9,3535
2017-10-07,Daniels,019,,,
2017-10-07,Dawson,021,10,5,1414
2017-10-07,Deer Lodge,023,44,15,7743
2017-10-07,Fallon,025,,,
2017-10-07,Fergus,027,47,20,8330
2017-10-07,Flathead,029,589,188,102676
2017-10-07,Gallatin,031,560,193,117215
2017-10-07,Garfield,033,,,
2017-10-07,Glacier,035,83,29,12563
2017-10-07,Golden Valley,037,,,
2017-10-07,Granite,039,10,,1688
2017-10-07,Hill,041,70,24,13826
2017-10-07,Jefferson,043,47,16,10302
2017-10-07,Judith Basin,045,5,3,
2017-10-07,Lake,047,96,24,16045
2017-10-07,Lewis and Clark,049,251,59,59085
2017-10-07,Liberty,051,0,0,0
2017-10-07,Lincoln,053,75,11,14256
2017-10-07,McCone,055,,,
2017-10-07,Madison,057,24,9,5127
2017-10-07,Meagher,059,7,,1477
2017-10-07,Mineral,061,15,6,2510
2017-10-07,Missoula,063,412,106,79032
2017-10-07,Musselshell,065,16,3,4141
2017-10-07,Park,067,67,14,12541
2017-10-07,Petroleum,069,,,
2017-10-07,Phillips,071,6,3,884
2017-10-07,Pondera,073,13,3,
2017-10-07,Powder River,075,,,
2017-10-07,Powell,077,26,19,3536
2017-10-07,Prairie,079,0,0,0
2017-10-07,Ravalli,081,169,50,30351
2017-10-07,Richland,083,21,3,5477
2017-10-07,Roosevelt,085,18,,3684
2017-10-07,Rosebud,087,28,4,7580
2017-10-07,Sanders,089,54,19,9797
2017-10-07,Sheridan,091,5,,
2017-10-07,Silver Bow,093,182,47,39679
2017-10-07,Stillwater,095,21,5,5254
2017-10-07,Sweet Grass,097,9,4,1708
2017-10-07,Teton,099,13,8,1735
2017-10-07,Toole,101,5,3,
2017-10-07,Treasure,103,0,0,0
2017-10-07,Valley,105,8,4,708
2017-10-07,Wheatland,107,,,
2017-10-07,Wibaux,109,0,0,0
2017-10-07,Yellowstone,111,603,151,136271
2017-10-14,Beaverhead,001,17,4,4308
2017-10-14,Big Horn,003,153,15,32402
2017-10-14,Blaine,005,13,4,2333
2017-10-14,Broadwater,007,14,,2772
2017-10-14,Carbon,009,36,12,7052
2017-10-14,Carter,011,0,0,0
2017-10-14,Cascade,013,334,82,59182
2017-10-14,Chouteau,015,7,,1564
2017-10-14,Custer,017,21,4,4750
2017-10-14,Daniels,019,,,
2017-10-14,Dawson,021,19,5,2972
2017-10-14,Deer Lodge,023,40,12,6344
2017-10-14,Fallon,025,,,
2017-10-14,Fergus,027,37,4,7549
2017-10-14,Flathead,029,589,142,109617
2017-10-14,Gallatin,031,588,120,136975
2017-10-14,Garfield,033,3,,
2017-10-14,Glacier,035,79,13,13410
2017-10-14,Golden Valley,037,,,
2017-10-14,Granite,039,13,4,2126
2017-10-14,Hill,041,77,17,13688
2017-10-14,Jefferson,043,35,7,8354
2017-10-14,Judith Basin,045,4,,
2017-10-14,Lake,047,94,23,15033
2017-10-14,Lewis and Clark,049,272,53,68386
2017-10-14,Liberty,051,0,0,0
2017-10-14,Lincoln,053,85,20,14867
2017-10-14,McCone,055,0,0,0
2017-10-14,Madison,057,22,4,5322
2017-10-14,Meagher,059,4,,
2017-10-14,Mineral,061,13,,3176
2017-10-14,Missoula,063,459,135,80877
2017-10-14,Musselshell,065,17,8,2492
2017-10-14,Park,067,77,16,14568
2017-10-14,Petroleum,069,,,
2017-10-14,Phillips,071,3,,357
2017-10-14,Pondera,073,13,5,1961
2017-10-14,Powder River,075,,,
2017-10-14,Powell,077,25,8,4933
2017-10-14,Prairie,079,0,0,0
2017-10-14,Ravalli,081,181,40,37666
2017-10-14,Richland,083,22,5,4478
2017-10-14,Roosevelt,085,19,6,3407
2017-10-14,Rosebud,087,29,4,7352
2017-10-14,Sanders,089,61,16,11573
2017-10-14,Sheridan,091,7,3,1066
2017-10-14,Silver Bow,093,180,35,39367
2017-10-14,Stillwater,095,28,7,5798
2017-10-14,Sweet Grass,097,5,,1294
2017-10-14,Teton,099,11,3,2620
2017-10-14,Toole,101,6,4,
2017-10-14,Treasure,103,0,0,0
2017-10-14,Valley,105,9,5,1132
2017-10-14,Wheatland,107,,,
2017-10-14,Wibaux,109,0,0,0
2017-10-14,Yellowstone,111,617,136,136893
2017-10-21,Beaverhead,001,23,9,3432
2017-10-21,Big Horn,003,156,21,32689
2017-10-21,Blaine,005,14,5,2133
2017-10-21,Broadwater,007,19,6,3407
2017-10-21,Carbon,009,34,8,6579
2017-10-21,Carter,011,0,0,0
2017-10-21,Cascade,013,340,76,63066
2017-10-21,Chouteau,015,8,,2236
2017-10-21,Custer,017,26,7,5266
2017-10-21,Daniels,019,,,
2017-10-21,Dawson,021,13,7,2201
2017-10-21,Deer Lodge,023,37,9,7018
2017-10-21,Fallon,025,,,
2017-10-21,Fergus,027,39,13,9372
2017-10-21,Flathead,029,584,149,110671
2017-10-21,Gallatin,031,630,116,158379
2017-10-21,Garfield,033,3,,
2017-10-21,Glacier,035,79,13,14269
2017-10-21,Golden Valley,037,3,,
2017-10-21,Granite,039,7,,1950
2017-10-21,Hill,041,72,12,13700
2017-10-21,Jefferson,043,41,11,10256
2017-10-21,Judith Basin,045,3,,739
2017-10-21,Lake,047,107,27,17773
2017-10-21,Lewis and Clark,049,266,68,63066
2017-10-21,Liberty,051,0,0,0
2017-10-21,Lincoln,053,104,35,16866
2017-10-21,McCone,055,,,
2017-10-21,Madison,057,28,6,6899
2017-10-21,Meagher,059,3,,
2017-10-21,Mineral,061,18,11,2554
2017-10-21,Missoula,063,466,122,84538
2017-10-21,Musselshell,065,22,3,5167
2017-10-21,Park,067,96,34,13581
2017-10-21,Petroleum,069,,,
2017-10-21,Phillips,071,8,4,548
2017-10-21,Pondera,073,11,,1475
2017-10-21,Powder River,075,3,,
2017-10-21,Powell,077,28,10,5631
2017-10-21,Prairie,079,0,0,0
2017-10-21,Ravalli,081,152,34,30686
2017-10-21,Richland,083,16,4,3750
2017-10-21,Roosevelt,085,23,7,4367
2017-10-21,Rosebud,087,32,7,7755
2017-10-21,Sanders,089,73,19,14111
2017-10-21,Sheridan,091,5,,195
2017-10-21,Silver Bow,093,173,34,36350
2017-10-21,Stillwater,095,29,9,8499
2017-10-21,Sweet Grass,097,6,,1621
2017-10-21,Teton,099,11,,2784
2017-10-21,Toole,101,9,3,599
2017-10-21,Treasure,103,,,
2017-10-21,Valley,105,13,3,2010
2017-10-21,Wheatland,107,,,
2017-10-21,Wibaux,109,0,0,0
2017-10-21,Yellowstone,111,684,182,150418
2017-10-28,Beaverhead,001,25,9,5620
2017-10-28,Big Horn,003,155,15,34893
2017-10-28,Blaine,005,15,3,2540
2017-10-28,Broadwater,007,18,6,2788
2017-10-28,Carbon,009,49,18,7711
2017-10-28,Carter,011,0,0,0
2017-10-28,Cascade,013,363,102,65429
2017-10-28,Chouteau,015,8,,2173
2017-10-28,Custer,017,25,5,5360
2017-10-28,Daniels,019,,,
2017-10-28,Dawson,021,19,,3813
2017-10-28,Deer Lodge,023,46,7,8041
2017-10-28,Fallon,025,,,
2017-10-28,Fergus,027,50,16,10576
2017-10-28,Flathead,029,596,136,112142
2017-10-28,Gallatin,031,612,112,157680
2017-10-28,Garfield,033,0,0,0
2017-10-28,Glacier,035,91,21,15232
2017-10-28,Golden Valley,037,4,,
2017-10-28,Granite,039,9,,2282
2017-10-28,Hill,041,71,6,14190
2017-10-28,Jefferson,043,48,14,10094
2017-10-28,Judith Basin,045,3,,739
2017-10-28,Lake,047,122,31,21347
2017-10-28,Lewis and Clark,049,291,62,68151
2017-10-28,Liberty,051,0,0,0
2017-10-28,Lincoln,053,119,32,18005
2017-10-28,McCone,055,0,0,0
2017-10-28,Madison,057,29,5,7917
2017-10-28,Meagher,059,4,,
2017-10-28,Mineral,061,20,3,5071
2017-10-28,Missoula,063,513,146,99432
2017-10-28,Musselshell,065,18,3,4126
2017-10-28,Park,067,111,33,19171
2017-10-28,Petroleum,069,,,
2017-10-28,Phillips,071,5,,
2017-10-28,Pondera,073,11,,1933
2017-10-28,Powder River,075,,,
2017-10-28,Powell,077,28,4,6867
2017-10-28,Prairie,079,0,0,0
2017-10-28,Ravalli,081,184,35,42453
2017-10-28,Richland,083,18,5,4354
2017-10-28,Roosevelt,085,20,3,4067
2017-10-28,Rosebud,087,33,8,6461
2017-10-28,Sanders,089,73,16,16564
2017-10-28,Sheridan,091,8,3,1680
2017-10-28,Silver Bow,093,186,33,42729
2017-10-28,Stillwater,095,28,6,7351
2017-10-28,Sweet Grass,097,7,,1609
2017-10-28,Teton,099,13,7,2982
2017-10-28,Toole,101,11,5,1610
2017-10-28,Treasure,103,0,0,0
2017-10-28,Valley,105,15,6,1982
2017-10-28,Wheatland,107,6,3,519
2017-10-28,Wibaux,109,0,0,0
2017-10-28,Yellowstone,111,700,174,159969
2017-11-04,Beaverhead,001,30,11,5912
2017-11-04,Big Horn,003,155,19,31985
2017-11-04,Blaine,005,18,5,2755
2017-11-04,Broadwater,007,22,8,3847
2017-11-04,Carbon,009,65,27,11767
2017-11-04,Carter,011,0,0,0
2017-11-04,Cascade,013,483,175,92080
2017-11-04,Chouteau,015,9,3,2045
2017-11-04,Custer,017,37,12,6431
2017-11-04,Daniels,019,3,,
2017-11-04,Dawson,021,17,5,2806
2017-11-04,Deer Lodge,023,55,16,10514
2017-11-04,Fallon,025,,,
2017-11-04,Fergus,027,81,36,15508
2017-11-04,Flathead,029,808,318,141908
2017-11-04,Gallatin,031,744,203,179975
2017-11-04,Garfield,033,3,,
2017-11-04,Glacier,035,97,22,17552
2017-11-04,Golden Valley,037,5,,
2017-11-04,Granite,039,12,6,1804
2017-11-04,Hill,041,79,19,15096
2017-11-04,Jefferson,043,57,18,14339
2017-11-04,Judith Basin,045,7,4,
2017-11-04,Lake,047,162,52,26152
2017-11-04,Lewis and Clark,049,364,128,71970
2017-11-04,Liberty,051,,,
2017-11-04,Lincoln,053,149,52,24690
2017-11-04,McCone,055,0,0,0
2017-11-04,Madison,057,41,16,9032
2017-11-04,Meagher,059,7,3,1263
2017-11-04,Mineral,061,21,5,4496
2017-11-04,Missoula,063,668,228,122304
2017-11-04,Musselshell,065,27,8,7085
2017-11-04,Park,067,118,36,23579
2017-11-04,Petroleum,069,0,0,0
2017-11-04,Phillips,071,15,10,1852
2017-11-04,Pondera,073,11,4,1081
2017-11-04,Powder River,075,3,,
2017-11-04,Powell,077,35,12,7294
2017-11-04,Prairie,079,,,
2017-11-04,Ravalli,081,230,76,44864
2017-11-04,Richland,083,19,7,2969
2017-11-04,Roosevelt,085,23,10,5300
2017-11-04,Rosebud,087,44,14,10144
2017-11-04,Sanders,089,85,27,17435
2017-11-04,Sheridan,091,6,,1436
2017-11-04,Silver Bow,093,205,63,43640
2017-11-04,Stillwater,095,44,19,10146
2017-11-04,Sweet Grass,097,5,,1169
2017-11-04,Teton,099,27,11,5491
2017-11-04,Toole,101,10,,2527
2017-11-04,Treasure,103,0,0,0
2017-11-04,Valley,105,20,8,2795
2017-11-04,Wheatland,107,7,3,1324
2017-11-04,Wibaux,109,0,0,0
2017-11-04,Yellowstone,111,927,365,203191
2017-11-11,Beaverhead,001,41,18,7267
2017-11-11,Big Horn,003,154,14,34781
2017-11-11,Blaine,005,20,4,4283
2017-11-11,Broadwater,007,27,9,5567
2017-11-11,Carbon,009,71,21,15041
2017-11-11,Carter,011,0,0,0
2017-11-11,Cascade,013,584,183,115455
2017-11-11,Chouteau,015,9,3,1391
2017-11-11,Custer,017,48,19,9624
2017-11-11,Daniels,019,3,,
2017-11-11,Dawson,021,24,7,5051
2017-11-11,Deer Lodge,023,72,22,13547
2017-11-11,Fallon,025,6,3,1133
2017-11-11,Fergus,027,93,26,22599
2017-11-11,Flathead,029,999,331,182044
2017-11-11,Gallatin,031,842,227,193052
2017-11-11,Garfield,033,,,
2017-11-11,Glacier,035,115,40,17753
2017-11-11,Golden Valley,037,3,,
2017-11-11,Granite,039,23,13,4441
2017-11-11,Hill,041,83,13,16024
2017-11-11,Jefferson,043,68,23,15766
2017-11-11,Judith Basin,045,12,6,3412
2017-11-11,Lake,047,171,48,30271
2017-11-11,Lewis and Clark,049,428,131,91340
2017-11-11,Liberty,051,0,0,0
2017-11-11,Lincoln,053,192,75,35230
2017-11-11,McCone,055,0,0,0
2017-11-11,Madison,057,56,23,10754
2017-11-11,Meagher,059,6,,
2017-11-11,Mineral,061,25,11,5940
2017-11-11,Missoula,063,777,253,136273
2017-11-11,Musselshell,065,36,11,9471
2017-11-11,Park,067,141,41,27687
2017-11-11,Petroleum,069,,,
2017-11-11,Phillips,071,20,9,2620
2017-11-11,Pondera,073,14,4,2136
2017-11-11,Powder River,075,,,
2017-11-11,Powell,077,49,19,8190
2017-11-11,Prairie,079,3,,
2017-11-11,Ravalli,081,278,90,53743
2017-11-11,Richland,083,31,13,4711
2017-11-11,Roosevelt,085,24,7,4333
2017-11-11,Rosebud,087,48,14,12391
2017-11-11,Sanders,089,94,21,18616
2017-11-11,Sheridan,091,13,6,1939
2017-11-11,Silver Bow,093,267,74,57739
2017-11-11,Stillwater,095,55,20,14357
2017-11-11,Sweet Grass,097,7,,2080
2017-11-11,Teton,099,25,9,6939
2017-11-11,Toole,101,13,4,2135
2017-11-11,Treasure,103,0,0,0
2017-11-11,Valley,105,16,3,3372
2017-11-11,Wheatland,107,10,4,2030
2017-11-11,Wibaux,109,0,0,0
2017-11-11,Yellowstone,111,1071,327,246250
2017-11-18,Beaverhead,001,57,22,11447
2017-11-18,Big Horn,003,148,16,34367
2017-11-18,Blaine,005,21,,4119
2017-11-18,Broadwater,007,24,7,3946
2017-11-18,Carbon,009,69,13,14408
2017-11-18,Carter,011,0,0,0
2017-11-18,Cascade,013,520,137,93225
2017-11-18,Chouteau,015,9,,1592
2017-11-18,Custer,017,50,19,10022
2017-11-18,Daniels,019,,,
2017-11-18,Dawson,021,20,,3887
2017-11-18,Deer Lodge,023,78,20,16452
2017-11-18,Fallon,025,5,,1575
2017-11-18,Fergus,027,98,31,22994
2017-11-18,Flathead,029,1061,311,199007
2017-11-18,Gallatin,031,857,165,213451
2017-11-18,Garfield,033,3,,
2017-11-18,Glacier,035,113,19,21618
2017-11-18,Golden Valley,037,4,,681
2017-11-18,Granite,039,24,11,4326
2017-11-18,Hill,041,85,22,17337
2017-11-18,Jefferson,043,68,18,16504
2017-11-18,Judith Basin,045,6,,
2017-11-18,Lake,047,177,41,28066
2017-11-18,Lewis and Clark,049,418,115,87407
2017-11-18,Liberty,051,0,0,0
2017-11-18,Lincoln,053,223,63,41450
2017-11-18,McCone,055,0,0,0
2017-11-18,Madison,057,58,13,14066
2017-11-18,Meagher,059,7,,2296
2017-11-18,Mineral,061,30,13,4618
2017-11-18,Missoula,063,848,275,152583
2017-11-18,Musselshell,065,21,4,5399
2017-11-18,Park,067,133,28,24719
2017-11-18,Petroleum,069,,,
2017-11-18,Phillips,071,18,5,3158
2017-11-18,Pondera,073,16,7,1867
2017-11-18,Powder River,075,,,
2017-11-18,Powell,077,51,11,9027
2017-11-18,Prairie,079,,,
2017-11-18,Ravalli,081,303,87,60867
2017-11-18,Richland,083,27,10,4414
2017-11-18,Roosevelt,085,33,18,3904
2017-11-18,Rosebud,087,52,15,12975
2017-11-18,Sanders,089,115,34,19879
2017-11-18,Sheridan,091,14,4,2951
2017-11-18,Silver Bow,093,258,58,57537
2017-11-18,Stillwater,095,55,11,16247
2017-11-18,Sweet Grass,097,9,3,1722
2017-11-18,Teton,099,24,9,5198
2017-11-18,Toole,101,12,3,1972
2017-11-18,Treasure,103,0,0,0
2017-11-18,Valley,105,19,6,3264
2017-11-18,Wheatland,107,6,,1823
2017-11-18,Wibaux,109,0,0,0
2017-11-18,Yellowstone,111,996,248,222621
2017-11-25,Beaverhead,001,53,7,12202
2017-11-25,Big Horn,003,145,13,36227
2017-11-25,Blaine,005,21,,3495
2017-11-25,Broadwater,007,29,7,5567
